6768df4620 10year_startup_tip_1000
7ab2b69560 flash_scoreboard_icon6
46466e3854 flash_scoreboard_icon7
2591208b74 flash_scoreboard_icon8
3fc78009fb flash_scoreboard_icon9
29d5534370 flash_scoreboard_panel_title
31d1f849d7 flash_scoreboard_summoner_spells
33d12e3051 flash_scoreboard_teamkills
7b95ffd8c2 flash_scoreboard_title
4a503da3b8 flash_scoreboard_ultimate_not_ready
202b086980 flash_scoreboard_ultimate_ready
5de3b61e88 flash_surrender_confirmno
7b217a571e flash_surrender_confirmyes
421a9d2006 flash_surrender_no
573a4ecdc8 flash_surrender_title
792de0ba15 flash_surrender_yes
17e33051b6 flash_target_attributetitle0
738769230d flash_target_attributetitle1
1178424007 flash_target_attributetitle2
142e01cb55 flash_target_attributetitle3
1fce7139ed flash_target_piwstats
5833acbbb5 flash_tip_dialogue_button_continue
0d2ce354f3 flash_titan_buttonbar_kdalabel
6a41963945 flash_titan_icon0
4b094f5e1a flash_titan_icon1
5a6f6eeea4 flash_titan_icon10
6427ceaa06 flash_titan_icon2
50ef7a0ce4 flash_titan_icon3
334879117e flash_titan_icon4
1e6c874eb1 flash_titan_icon5
7ec5c1e7b4 flash_titan_icon6
01d186055a flash_titan_icon7
038f27a080 flash_titan_icon8
0097c9eb58 flash_titan_icon9
320df3c9be float_text_perkhextechflashtraptionassist
3a7ceb4afe game_ability_resource_ammo
73ded1aa26 game_ability_resource_battlefury
4da599d9be game_ability_resource_bloodwell
29ab7df753 game_ability_resource_courage
36df55a14a game_ability_resource_crimsonrush
607623cfaf game_ability_resource_dragonfury
33ff333547 game_ability_resource_energy
66ae0aa280 game_ability_resource_ferocity
160c9dc7c3 game_ability_resource_gnarfury
271be3dc53 game_ability_resource_heat
3a2b252c04 game_ability_resource_mp
1df457b5b0 game_ability_resource_none
5f7d95b76c game_ability_resource_rage
5ea724899f game_ability_resource_shield
3b52925c89 game_ability_resource_wind
500aa1c6ca game_ability_slot_nickname_0
52ff3a2c37 game_ability_slot_nickname_1
2109390161 game_ability_slot_nickname_2
13e3163fd1 game_ability_slot_nickname_3
650219efba game_advanced_tutorial_quest_name_ancient_golem
76268b2a94 game_advanced_tutorial_quest_name_buy_boots
1eb046aa7c game_advanced_tutorial_quest_name_dragon
18da8dcabe game_advanced_tutorial_quest_name_front_turret
13df92cfb2 game_advanced_tutorial_quest_name_inhibitor
21fcdda9e8 game_advanced_tutorial_quest_name_kill_minions
3e5d24d99a game_advanced_tutorial_quest_name_lane_turrets
4aca2021e4 game_advanced_tutorial_quest_name_lizard_elder
7f58c2b4d4 game_advanced_tutorial_quest_name_move_to_lane
7b98493562 game_advanced_tutorial_quest_name_nexus
63372cd25c game_advanced_tutorial_quest_name_nexus_turrets
5c83a84839 game_advanced_tutorial_quest_name_primary_quests
76347cdd39 game_advanced_tutorial_quest_name_recall
28cb00ff7a game_advanced_tutorial_quest_name_secondary_quests
0ff854981f game_advanced_tutorial_quest_name_slay_champion
4a982f99cc game_advanced_tutorial_quest_name_starting_item
0b28337e73 game_advanced_tutorial_quest_name_view_quest_tooltip
13cc63e43d game_advanced_tutorial_quest_name_wolves
3417f81142 game_advanced_tutorial_quest_name_wraiths
17be99c31c game_advanced_tutorial_quest_tooltip_ancient_golem
4871f19fb3 game_advanced_tutorial_quest_tooltip_buy_boots
137e9e19f9 game_advanced_tutorial_quest_tooltip_dragon
2a1e5f3eab game_advanced_tutorial_quest_tooltip_front_turret
30f26cdcb4 game_advanced_tutorial_quest_tooltip_inhibitor
779f2a5bb5 game_advanced_tutorial_quest_tooltip_kill_minions
257df7cf61 game_advanced_tutorial_quest_tooltip_lane_turrets
465f20e888 game_advanced_tutorial_quest_tooltip_lizard_elder
5602ccb2c6 game_advanced_tutorial_quest_tooltip_move_to_lane
46f8f84a40 game_advanced_tutorial_quest_tooltip_nexus
4bf2960a27 game_advanced_tutorial_quest_tooltip_nexus_turrets
78585dba30 game_advanced_tutorial_quest_tooltip_primary_quests
5020876347 game_advanced_tutorial_quest_tooltip_recall
6695a6ac5a game_advanced_tutorial_quest_tooltip_secondary_quests
0b7a42e015 game_advanced_tutorial_quest_tooltip_slay_champion
6db4267299 game_advanced_tutorial_quest_tooltip_starting_item
4620674a9c game_advanced_tutorial_quest_tooltip_view_quest_tooltip
1327c3a708 game_advanced_tutorial_quest_tooltip_wolves
4d2edf4b68 game_advanced_tutorial_quest_tooltip_wraiths
516653fb77 game_advanced_tutorial_tip_category_champion_battles
56c997f4b0 game_advanced_tutorial_tip_category_death
20af1d7551 game_advanced_tutorial_tip_category_items
616b2d5832 game_advanced_tutorial_tip_category_jargon
0f4974c3fd game_advanced_tutorial_tip_category_jungling
53db68ef6f game_advanced_tutorial_tip_category_laning
6e1e4b44d5 game_advanced_tutorial_tip_category_pushing
2f44ace7ab game_advanced_tutorial_tip_category_spells
2caee27628 game_advanced_tutorial_tip_category_user_interface
1104714ca4 game_advanced_tutorial_tip_dialog_assists
44f9ca927b game_advanced_tutorial_tip_dialog_baron
7512377476 game_advanced_tutorial_tip_dialog_baron_warning
4fda3aaff3 game_advanced_tutorial_tip_dialog_brush
133f4ea81d game_advanced_tutorial_tip_dialog_buff_debuff
2b0fdf77c4 game_advanced_tutorial_tip_dialog_chat
47c56f37d8 game_advanced_tutorial_tip_dialog_dangerous_push
56e7320850 game_advanced_tutorial_tip_dialog_death_recap
222d0130f2 game_advanced_tutorial_tip_dialog_dragon_reward
0a9b5ce4e7 game_advanced_tutorial_tip_dialog_dragon_tactics
483da304b1 game_advanced_tutorial_tip_dialog_first_skill_point
3c23e36e79 game_advanced_tutorial_tip_dialog_first_tip
6b1eb47293 game_advanced_tutorial_tip_dialog_front_turrets
45e4283222 game_advanced_tutorial_tip_dialog_golem_buff
1c38b6c2d3 game_advanced_tutorial_tip_dialog_golem_tactics
5b8b1f8bce game_advanced_tutorial_tip_dialog_inhibitor_respawn
2d41539cf5 game_advanced_tutorial_tip_dialog_inhibitor_reward
1dd3c946f5 game_advanced_tutorial_tip_dialog_item_reminder
27e28b1642 game_advanced_tutorial_tip_dialog_lane_names
12b274a3cc game_advanced_tutorial_tip_dialog_last_hitting
0916c5e5bb game_advanced_tutorial_tip_dialog_lizard_buff
7c5d3e8a6c game_advanced_tutorial_tip_dialog_lizard_tactics
71ed2a2990 game_advanced_tutorial_tip_dialog_low_health_warning
4c7bfa3d61 game_advanced_tutorial_tip_dialog_low_minion_count
4b57e986c6 game_advanced_tutorial_tip_dialog_manaless_champions
1c214036da game_advanced_tutorial_tip_dialog_minimap
68c60141e2 game_advanced_tutorial_tip_dialog_minimap_ping
0b2b3e51fd game_advanced_tutorial_tip_dialog_mirrored_jungle
7a98bdc414 game_advanced_tutorial_tip_dialog_move_with_minimap
33b5769940 game_advanced_tutorial_tip_dialog_passive_ability
4a41246c7a game_advanced_tutorial_tip_dialog_proximity_xp
35fde65c17 game_advanced_tutorial_tip_dialog_respawn_time
06431d7f63 game_advanced_tutorial_tip_dialog_scoreboard
758e6b0f5e game_advanced_tutorial_tip_dialog_shop_while_dead
37ea19e87d game_advanced_tutorial_tip_dialog_skill_points
580d450534 game_advanced_tutorial_tip_dialog_spend_gold
6d92083821 game_advanced_tutorial_tip_dialog_spend_gold_reminder
7c390290b6 game_advanced_tutorial_tip_dialog_turret_approach_warning
26f1114f28 game_advanced_tutorial_tip_dialog_turret_reward
4ea42f5723 game_advanced_tutorial_tip_dialog_turret_targeting
5a4eae8884 game_advanced_tutorial_tip_dialog_ultimate_ability_ashe
04c711f477 game_advanced_tutorial_tip_dialog_ultimate_ability_garen
54b2472a5f game_advanced_tutorial_tip_dialog_ultimate_ability_ryze
4c0f18e4ac game_advanced_tutorial_tip_dialog_welcome
7579b93b56 game_advanced_tutorial_tip_name_assists
71d662316c game_advanced_tutorial_tip_name_baron
237b95b7fc game_advanced_tutorial_tip_name_baron_warning
11747ddbbc game_advanced_tutorial_tip_name_brush
12acea3d19 game_advanced_tutorial_tip_name_buff_debuff
5bc66b7f3c game_advanced_tutorial_tip_name_chat
61d3927061 game_advanced_tutorial_tip_name_dangerous_push
0688a6ad25 game_advanced_tutorial_tip_name_death_recap
65a66f36fd game_advanced_tutorial_tip_name_dragon_reward
7d91f4242c game_advanced_tutorial_tip_name_dragon_tactics
79e0431510 game_advanced_tutorial_tip_name_first_skill_point
40d5f9e838 game_advanced_tutorial_tip_name_first_tip
7ea956d202 game_advanced_tutorial_tip_name_front_turrets
5c066c3c6a game_advanced_tutorial_tip_name_golem_buff
18a0009696 game_advanced_tutorial_tip_name_golem_tactics
45e6007566 game_advanced_tutorial_tip_name_inhibitor_respawn
428215b7bc game_advanced_tutorial_tip_name_inhibitor_reward
6ea63ef2ce game_advanced_tutorial_tip_name_item_reminder
3965008457 game_advanced_tutorial_tip_name_lane_names
6ae26ce756 game_advanced_tutorial_tip_name_last_hitting
4a1b6a5d34 game_advanced_tutorial_tip_name_lizard_buff
764cc054a1 game_advanced_tutorial_tip_name_lizard_tactics
38b45e8347 game_advanced_tutorial_tip_name_low_health_warning
50be51dc70 game_advanced_tutorial_tip_name_low_minion_count
0f6886ddc0 game_advanced_tutorial_tip_name_manaless_champions
3dbcf072ee game_advanced_tutorial_tip_name_minimap
1e5ecd8836 game_advanced_tutorial_tip_name_minimap_ping
1699bdb3cc game_advanced_tutorial_tip_name_mirrored_jungle
333ae6c2a3 game_advanced_tutorial_tip_name_move_with_minimap
04322d6fbe game_advanced_tutorial_tip_name_passive_ability
467316ceac game_advanced_tutorial_tip_name_proximity_xp
08b07d79ab game_advanced_tutorial_tip_name_respawn_time
50c0cf63ad game_advanced_tutorial_tip_name_scoreboard
463d6fd3a9 game_advanced_tutorial_tip_name_shop_while_dead
16120df8a7 game_advanced_tutorial_tip_name_skill_points
1f2369c7b3 game_advanced_tutorial_tip_name_spend_gold
41e256ad32 game_advanced_tutorial_tip_name_spend_gold_reminder
4d4b33f57c game_advanced_tutorial_tip_name_turret_approach_warning
2cd14f6b4c game_advanced_tutorial_tip_name_turret_reward
36defc29fc game_advanced_tutorial_tip_name_turret_targeting
55264ceac7 game_advanced_tutorial_tip_name_ultimate_ability
708e1325c3 game_advanced_tutorial_tip_name_welcome
4191314bc9 game_advanced_tutorial_title
088283dbd3 game_afk_kicking_cancelled
08777f228a game_announcement_assassinateannouncement1
7ade9cf593 game_announcement_assassinateannouncement1_chat
44c5b23199 game_announcement_darkstar_onchampiondoublekillannouncement
198f7b0842 game_announcement_darkstar_onchampionpentakillannouncement
3bef108ca3 game_announcement_darkstar_onchampionquadrakillannouncement
58496e7b8b game_announcement_darkstar_onchampionshutdownannouncement
07f7883c7a game_announcement_darkstar_onchampiontriplekillannouncement
77858c21cd game_announcement_darkstar_onfirstblood
23b3944c77 game_announcement_darkstarannouncement1_blue
299973e753 game_announcement_darkstarannouncement1_chat_blue
001044046e game_announcement_darkstarannouncement1_chat_enemyteam
3c1c39853e game_announcement_darkstarannouncement1_chat_red
7701e46121 game_announcement_darkstarannouncement1_chat_yourteam
20c5d7f7b9 game_announcement_darkstarannouncement1_enemyteam
648730ed30 game_announcement_darkstarannouncement1_red
741750f42e game_announcement_darkstarannouncement1_yourteam
4f7dddf720 game_announcement_darkstarannouncement2_blue
2ca17cb486 game_announcement_darkstarannouncement2_enemyteam
71a35bd30b game_announcement_darkstarannouncement2_red
0266849967 game_announcement_darkstarannouncement2_yourteam
35a82fec6c game_announcement_darkstarannouncement3_blue
03db0248cf game_announcement_darkstarannouncement3_enemyteam
298a7a4174 game_announcement_darkstarannouncement3_red
2cf8aa4e34 game_announcement_darkstarannouncement3_yourteam
01b5c6c4e8 game_announcement_darkstarannouncement4
2ce4fde996 game_announcement_darkstarannouncement_surrenderdisabledformode
21814b7f35 game_announcement_doombotsannouncement1
1c7f18173a game_announcement_doombotsannouncement1_chat
69d738dda0 game_announcement_doombotsannouncement2
233d52e825 game_announcement_doombotsannouncement3
4ed082d40b game_announcement_doombotsannouncement4
608edb3fe2 game_announcement_doombotsannouncement5
2b8174798e game_announcement_doombotsannouncement6
28b8bdf591 game_announcement_doombotsannouncement7
0f119aec60 game_announcement_itemcallout
134408075c game_announcement_kingporodispelled_blue
51e4cedc62 game_announcement_kingporodispelled_enemyteam
19343b1c69 game_announcement_kingporodispelled_purple
346bf0bb63 game_announcement_kingporodispelled_red
7101b38652 game_announcement_kingporodispelled_yourteam
382f9bb585 game_announcement_kingporosummoned_blue
785e827ec9 game_announcement_kingporosummoned_enemyteam
5453e1b01f game_announcement_kingporosummoned_purple
466a4f9f04 game_announcement_kingporosummoned_red
5da741f32f game_announcement_kingporosummoned_yourteam
44fd9a6f96 game_announcement_odyssey_allystilldown
2064d903ed game_announcement_odyssey_almostdone
36008f06b7 game_announcement_odyssey_augearned
5dd8e5e1e9 game_announcement_odyssey_channeltostart
3a8c545741 game_announcement_odyssey_encounterfailed_gameover
515045ef48 game_announcement_odyssey_encounterfailed_onestockleft
3e46b4b9bc game_announcement_odyssey_encounterstartbarrels
70ee11d57f game_announcement_odyssey_encounterstartboss
1966c10ff9 game_announcement_odyssey_encounterstartenemies
66dc915527 game_announcement_odyssey_encountersuccess
1a0a8c01d4 game_announcement_odyssey_kaynenrage1
01aa84a747 game_announcement_odyssey_kaynenrage2
52357c9b88 game_announcement_odyssey_modestart
001314214f game_announcement_odyssey_victory
73e46c23d0 game_announcement_onace
7e9d2e83dc game_announcement_onace_blue
149c9edd5f game_announcement_onace_blue_chat
5388d8393b game_announcement_onace_enemyteam
2cb1ab27dd game_announcement_onace_enemyteam_chat
1315693d7d game_announcement_onace_purple
48bc0d7238 game_announcement_onace_purple_chat
53957b004b game_announcement_onace_red
17b7cbfa73 game_announcement_onace_red_chat
3613534494 game_announcement_onace_yourteam
5c93d53475 game_announcement_onace_yourteam_chat
1f1bb07e19 game_announcement_oncapturealtar_blue_chat
27cf1ccdf9 game_announcement_oncapturealtar_blue_leftaltar
516a17d3b3 game_announcement_oncapturealtar_blue_rightaltar
335c534e4b game_announcement_oncapturealtar_enemyteam_chat
02f4832804 game_announcement_oncapturealtar_enemyteam_leftaltar_chat
6c663e3c6e game_announcement_oncapturealtar_enemyteam_rightaltar_chat
29fd3d7f66 game_announcement_oncapturealtar_purple_leftaltar
0e44cb8894 game_announcement_oncapturealtar_purple_rightaltar
4be9067089 game_announcement_oncapturealtar_red_chat
2d117149e5 game_announcement_oncapturealtar_red_leftaltar
7138db1200 game_announcement_oncapturealtar_red_rightaltar
5d62ab7b86 game_announcement_oncapturealtar_yourteam_chat
34d321d771 game_announcement_oncapturealtar_yourteam_leftaltar_chat
035a3ec579 game_announcement_oncapturealtar_yourteam_rightaltar_chat
670c944f40 game_announcement_oncapturealtarhexakill_blue_leftaltar
357c294b8b game_announcement_oncapturealtarhexakill_blue_rightaltar
341d0c4a85 game_announcement_oncapturealtarhexakill_enemyteam_leftaltar_chat
196a5fba89 game_announcement_oncapturealtarhexakill_enemyteam_rightaltar_chat
00c126507c game_announcement_oncapturealtarhexakill_purple_leftaltar
493adf80ef game_announcement_oncapturealtarhexakill_purple_rightaltar
687a0630a6 game_announcement_oncapturealtarhexakill_red_leftaltar
765eaf4aa0 game_announcement_oncapturealtarhexakill_red_rightaltar
686f8fadb2 game_announcement_oncapturealtarhexakill_yourteam_leftaltar_chat
32203ffe54 game_announcement_oncapturealtarhexakill_yourteam_rightaltar_chat
48c132b311 game_announcement_oncapturepointcaptured_blue
651e7f3a7d game_announcement_oncapturepointcaptured_enemyteam
0563ec0a93 game_announcement_oncapturepointcaptured_purple
0bd7411318 game_announcement_oncapturepointcaptured_red
0c44da8ea5 game_announcement_oncapturepointcaptured_yourteam
2c0f1b45db game_announcement_oncapturepointneutralized
4b458c74d1 game_announcement_oncapturesiderelic_blue_chat
4996f0b2de game_announcement_oncapturesiderelic_enemyteam_chat
489f127331 game_announcement_oncapturesiderelic_red_chat
4ec8e13755 game_announcement_oncapturesiderelic_yourteam_chat
10567c2fcc game_announcement_onchampionascended_blue
561e2c7f6a game_announcement_onchampionascended_chat
0b5dcf2291 game_announcement_onchampionascended_enemyteam
0363558efc game_announcement_onchampionascended_purple
5c67981033 game_announcement_onchampionascended_red
53f523f890 game_announcement_onchampionascended_yourteam
3744014316 game_announcement_onchampiondoublekill
749db29db5 game_announcement_onchampiondoublekillannouncement
77e06378d8 game_announcement_onchampionhexakill
20daabf9cb game_announcement_onchampionhexakillannouncement
298afa8f23 game_announcement_onchampionkill_ally_hero
17bc08a853 game_announcement_onchampionkill_ally_minion
61e85c3a27 game_announcement_onchampionkill_ally_turret
530c2991d1 game_announcement_onchampionkill_blue_hero
0237daa86e game_announcement_onchampionkill_blue_minion
6b9bf0f57e game_announcement_onchampionkill_blue_turret
63d3cb294e game_announcement_onchampionkill_chat
573424e938 game_announcement_onchampionkill_enemy_hero
2c8aa95d37 game_announcement_onchampionkill_enemy_minion
34d6119a7b game_announcement_onchampionkill_enemy_turret
47d277f2fc game_announcement_onchampionkill_enemy_you
5b2ec3cb3f game_announcement_onchampionkill_minion_chat
4c5f279c27 game_announcement_onchampionkill_purple_hero
0a3b18a828 game_announcement_onchampionkill_purple_minion
46ace21fa1 game_announcement_onchampionkill_purple_turret
17c894040f game_announcement_onchampionkill_red_hero
25edf204e0 game_announcement_onchampionkill_red_minion
1f16a34af6 game_announcement_onchampionkill_red_turret
39791650e6 game_announcement_onchampionkill_turret_chat
021da545e6 game_announcement_onchampionkill_you_hero
3a2ac9ac74 game_announcement_onchampionkill_you_minion
1143727ee2 game_announcement_onchampionkill_you_turret
1dc8c1007c game_announcement_onchampionpentakill
7e9c10c4aa game_announcement_onchampionpentakillannouncement
0b28092cce game_announcement_onchampionquadrakill
3fbe20e616 game_announcement_onchampionquadrakillannouncement
08997a0bd2 game_announcement_onchampionshutdownannouncement
766845312f game_announcement_onchampiontriplekill
1c8e3103c3 game_announcement_onchampiontriplekillannouncement
4fd0ac070a game_announcement_onchampionunrealkill
6247d6f44f game_announcement_onclearascended
16e21a5e5b game_announcement_ondampenerbottomunderattack_yourteam
69813b44d8 game_announcement_ondampenerbottomunderattack_yourteam_minion
4b1ba892b2 game_announcement_ondampenerdie_blue
6f0a8b18ac game_announcement_ondampenerdie_blue_minion
30a050908b game_announcement_ondampenerdie_enemyteam
379c58ca1b game_announcement_ondampenerdie_enemyteam_minion
2fdbf84037 game_announcement_ondampenerdie_purple
376a0cf73a game_announcement_ondampenerdie_purple_minion
28e453195b game_announcement_ondampenerdie_red
19f17221b7 game_announcement_ondampenerdie_red_minion
77b5268854 game_announcement_ondampenerdie_yourteam
5faed1ac28 game_announcement_ondampenerdie_yourteam_minion
5a776eed2c game_announcement_ondampenermiddleunderattack_yourteam
710b841ea8 game_announcement_ondampenermiddleunderattack_yourteam_minion
0b4693eca7 game_announcement_ondampenerrespawn_blue
244b3dadb5 game_announcement_ondampenerrespawn_enemyteam
2da86b91e6 game_announcement_ondampenerrespawn_purple
5e33f014c7 game_announcement_ondampenerrespawn_red
7492e02c44 game_announcement_ondampenerrespawn_yourteam
1d7e4b4226 game_announcement_ondampenerrespawnsoon_blue
659ee87f0c game_announcement_ondampenerrespawnsoon_enemyteam
76e9d2d811 game_announcement_ondampenerrespawnsoon_purple
235b28d7ab game_announcement_ondampenerrespawnsoon_red
7909ce701a game_announcement_ondampenerrespawnsoon_yourteam
0a086dbdd2 game_announcement_ondampenertopunderattack_yourteam
3726f6a138 game_announcement_ondampenertopunderattack_yourteam_minion
4b540164cf game_announcement_ondravencashin
271b6fb9af game_announcement_ondravendeath
29ea10efc7 game_announcement_ondravenstackcount
46c7867479 game_announcement_onearlysurrendervotestart
597eda4ac4 game_announcement_onequalizeagreed_blue
404a736b0e game_announcement_onequalizeagreed_enemyteam
3c65a6440d game_announcement_onequalizeagreed_purple
1b8cc32733 game_announcement_onequalizeagreed_red
27c6dccf02 game_announcement_onequalizeagreed_yourteam
71d85e227a game_announcement_onequalizecountdown
34a2fa13ad game_announcement_onequalizefailedvotes
7de068ca7f game_announcement_onequalizefailedvotes_blue
02e44f5470 game_announcement_onequalizefailedvotes_enemyteam
1b3c9c2ab0 game_announcement_onequalizefailedvotes_purple
1489cb71cb game_announcement_onequalizefailedvotes_red
796d77831d game_announcement_onequalizefailedvotes_yourteam
60cee68618 game_announcement_onequalizenotenoughgold
17bc5ce54d game_announcement_onequalizenotenoughlevels
2f27883edc game_announcement_onequalizespam
427f1a339d game_announcement_onequalizetooearly
1b693cc7b9 game_announcement_onequalizevote
7cec5a186a game_announcement_onequalizevotealready
5023b5f017 game_announcement_onequalizevotestart
400f202b19 game_announcement_onfirstblood
3da55eaf66 game_announcement_onfirstblood_chat
55282d8205 game_announcement_onfirsttowerkill_enemy
0a5dbaf630 game_announcement_onfirsttowerkill_enemylower
5db36d7c24 game_announcement_onfirsttowerkill_friendly
697fbe5e49 game_announcement_onfirsttowerkill_friendlylower
0535446dfe game_announcement_onhqdie
5325a0e3a1 game_announcement_onkillairdragon_enemyteam_chat
1ce4e240c3 game_announcement_onkillairdragon_spectator_chat
38449b7871 game_announcement_onkillairdragon_yourteam_chat
360d252778 game_announcement_onkillassassinmodeboss_blue
3306070060 game_announcement_onkillassassinmodeboss_enemyteam
44aeb5fc6f game_announcement_onkillassassinmodeboss_enemyteam_chat
5780ec1cfe game_announcement_onkillassassinmodeboss_purple
064aa6a01c game_announcement_onkillassassinmodeboss_red
419d845b4e game_announcement_onkillassassinmodeboss_spectator_chat
3838333fa0 game_announcement_onkillassassinmodeboss_yourteam
43e1819618 game_announcement_onkillassassinmodeboss_yourteam_chat
16ae00a3a6 game_announcement_onkilldragon_blue
4caba04730 game_announcement_onkilldragon_enemyteam_chat
337583c14f game_announcement_onkilldragon_purple
18939a3bae game_announcement_onkilldragon_red
7aaeafae39 game_announcement_onkilldragon_spectator_chat
4315887093 game_announcement_onkilldragon_yourteam_chat
09a8fd6bff game_announcement_onkilldragondynamic_enemyteam_chat
30f2c9d042 game_announcement_onkilldragondynamic_spectator_chat
1ed9cf9aee game_announcement_onkilldragondynamic_yourteam_chat
65a835e51e game_announcement_onkillearthdragon_enemyteam_chat
297ec2d417 game_announcement_onkillearthdragon_spectator_chat
6c4af725b7 game_announcement_onkillearthdragon_yourteam_chat
6e78686cfc game_announcement_onkilledunitonkillingspree
71007c348a game_announcement_onkilledunitonkillingspree_nobounty
2f151d2069 game_announcement_onkilledunitonkillingspreedoublekill
2e6080ecd8 game_announcement_onkilledunitonkillingspreedoublekill_nobounty
44283f8a9c game_announcement_onkilledunitonkillingspreehexakill
6afafc8e96 game_announcement_onkilledunitonkillingspreehexakill_nobounty
4764b9eb3e game_announcement_onkilledunitonkillingspreepentakill
2dda861213 game_announcement_onkilledunitonkillingspreepentakill_nobounty
46bf4612f5 game_announcement_onkilledunitonkillingspreequadrakill
53e20b8f75 game_announcement_onkilledunitonkillingspreequadrakill_nobounty
2bba9ca52e game_announcement_onkilledunitonkillingspreetriplekill
7e20a88f9a game_announcement_onkilledunitonkillingspreetriplekill_nobounty
41a50781f1 game_announcement_onkilledunitonkillingspreeunrealkill
114c9bb83e game_announcement_onkilledunitonkillingspreeunrealkill_nobounty
4c28046e7f game_announcement_onkillelderdragon_enemyteam_chat
36138b0c04 game_announcement_onkillelderdragon_spectator_chat
39c0d194e8 game_announcement_onkillelderdragon_yourteam_chat
2b723e1e86 game_announcement_onkillfiredragon_enemyteam_chat
4d248eb571 game_announcement_onkillfiredragon_spectator_chat
6b3b2c6d37 game_announcement_onkillfiredragon_yourteam_chat
6a5b9e5589 game_announcement_onkillingspree
681ff608ab game_announcement_onkillingspree_chat
25550cb380 game_announcement_onkillingspreeset1
03714220fc game_announcement_onkillingspreeset1_chat
20d41d12dc game_announcement_onkillingspreeset2
1db12fb019 game_announcement_onkillingspreeset2_chat
7ca727749e game_announcement_onkillingspreeset3
25e8e9b1f6 game_announcement_onkillingspreeset3_chat
69b72e923a game_announcement_onkillingspreeset4
5035111dbb game_announcement_onkillingspreeset4_chat
0583828301 game_announcement_onkillingspreeset5
060721efa4 game_announcement_onkillingspreeset5_chat
3cca86f4c9 game_announcement_onkillingspreeset6
52b69d9340 game_announcement_onkillingspreeset6_chat
6c18c13b3d game_announcement_onkillriftherald_blue
43d904271f game_announcement_onkillriftherald_enemyteam
48b11e5de6 game_announcement_onkillriftherald_enemyteam_chat
475635a34d game_announcement_onkillriftherald_enemyteam_chat_teamgold
1365b736a0 game_announcement_onkillriftherald_minion
747fee5c57 game_announcement_onkillriftherald_purple
62f33fe24d game_announcement_onkillriftherald_red
2e0e998364 game_announcement_onkillriftherald_spectator_chat
2fb42f442f game_announcement_onkillriftherald_spectator_chat_teamgold
360d94fc4b game_announcement_onkillriftherald_yourteam
4e9cd95d33 game_announcement_onkillriftherald_yourteam_chat
01b7730b30 game_announcement_onkillriftherald_yourteam_chat_teamgold
2b459add24 game_announcement_onkillspiderboss_blue
5edd1fc91b game_announcement_onkillspiderboss_chat
00302822e0 game_announcement_onkillspiderboss_enemyteam_chat
5f3f216fab game_announcement_onkillspiderboss_purple
73655f29c9 game_announcement_onkillspiderboss_red
1e6f3c2c0f game_announcement_onkillspiderboss_spectator_chat
4e38f2437c game_announcement_onkillspiderboss_yourteam_chat
4fbd5edf5a game_announcement_onkillwaterdragon_enemyteam_chat
2f8d28461e game_announcement_onkillwaterdragon_spectator_chat
18ea525a35 game_announcement_onkillwaterdragon_yourteam_chat
5fc53979cc game_announcement_onkillworm_blue
20a0f9aca9 game_announcement_onkillworm_enemyteam
24bde15aba game_announcement_onkillworm_enemyteam_chat
245c9a6854 game_announcement_onkillworm_enemyteam_chat_teamgold
1e5c646a49 game_announcement_onkillworm_purple
3bcb0f88d5 game_announcement_onkillworm_red
0cd0ce804b game_announcement_onkillworm_spectator_chat
3dba606318 game_announcement_onkillworm_spectator_chat_teamgold
48fab7656b game_announcement_onkillworm_yourteam
5f60d1c70f game_announcement_onkillworm_yourteam_chat
57ad3b6c06 game_announcement_onkillworm_yourteam_chat_teamgold
6748fa5a2d game_announcement_onleave
2b4ef40779 game_announcement_onloadingtimeout
4d9c7cc2a0 game_announcement_onminionascended
7e777d2a34 game_announcement_onminionfirsttowerkill_enemy
07a1d92f93 game_announcement_onminionfirsttowerkill_enemylower
714fdcf4ad game_announcement_onminionfirsttowerkill_friendly
39c11de3a5 game_announcement_onminionfirsttowerkill_friendlylower
47fbeda6f3 game_announcement_onminionkillvictorythreshold1_blue
12f885e8d4 game_announcement_onminionkillvictorythreshold1_enemyteam
7c99ef3941 game_announcement_onminionkillvictorythreshold1_red
39866f185d game_announcement_onminionkillvictorythreshold1_yourteam
2c48d663d0 game_announcement_onminionkillvictorythreshold2_blue
6e617e27bc game_announcement_onminionkillvictorythreshold2_enemyteam
56d292171e game_announcement_onminionkillvictorythreshold2_red
031f0f90c6 game_announcement_onminionkillvictorythreshold2_yourteam
751b484c4b game_announcement_onminionsspawn
3005cbbff4 game_announcement_onpalisadeexpiresoon
55cbe8144f game_announcement_onpalisadefall
609357088f game_announcement_onpause
667cda5f45 game_announcement_onpauseenabled
765e9df169 game_announcement_onquestcomplete_chaos
6f7067b010 game_announcement_onquestcomplete_order
4710dba5d9 game_announcement_onquit
56ef703a7f game_announcement_onreconnect
1edfda6793 game_announcement_onresume
447f38277e game_announcement_onshutdown
2978f7b6df game_announcement_onshutdown_nobounty
5579780eaf game_announcement_onspawnultraminions_blue
0dd6a5f612 game_announcement_onspawnultraminions_bothteam
1efd72995a game_announcement_onspawnultraminions_enemyteam
0e6f8464f8 game_announcement_onspawnultraminions_red
053a3d8c3a game_announcement_onspawnultraminions_yourteam
0e2774f4bb game_announcement_onstartgamemessage1modesnowdowshowdown
1d51b99d67 game_announcement_onstartmessage1
